Institute Name,Academic Program,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"Visvesvaraya
National Institute of
Technology, Nagpur","Mining Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,46460,49561
"Visvesvaraya
National Institute of
Technology, Nagpur","Mining Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",55945,60977
"Visvesvaraya
National Institute of
Technology, Nagpur","Mining Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,29535,44834
"Visvesvaraya
National Institute of
Technology, Nagpur","Mining Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",53308,55854
"National Institute of
Technology, Andhra
Pradesh","Bio Technology (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,49880,57705
"National Institute of
Technology, Andhra
Pradesh","Bio Technology (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",47868,50296
"National Institute of
Technology, Andhra
Pradesh","Bio Technology (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,49212,51528
"National Institute of
Technology, Andhra
Pradesh","Bio Technology (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",38473,38473
"National Institute of
Technology, Andhra
Pradesh","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,48170,51854
"National Institute of
Technology, Andhra
Pradesh","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",52600,52600
"National Institute of
Technology, Andhra
Pradesh","Chemical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,39826,45161
"National Institute of
Technology, Andhra
Pradesh","Chemical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",45529,45529
"National Institute of
Technology, Andhra
Pradesh","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,46504,51738
"National Institute of
Technology, Andhra
Pradesh","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",56517,57487
"National Institute of
Technology, Andhra
Pradesh","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,46501,50048
"National Institute of
Technology, Andhra
Pradesh","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",54758,59247
"National Institute of
Technology, Andhra
Pradesh","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,8043,14707
"National Institute of
Technology, Andhra
Pradesh","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",4033,16697
"National Institute of
Technology, Andhra
Pradesh","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,10309,18548
"National Institute of
Technology, Andhra
Pradesh","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",20759,24130
"National Institute of
Technology, Andhra
Pradesh","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,26924,37297
"National Institute of
Technology, Andhra
Pradesh","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",26966,34389
"National Institute of
Technology, Andhra
Pradesh","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,28472,34473
"National Institute of
Technology, Andhra
Pradesh","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",38521,41210
"National Institute of
Technology, Andhra
Pradesh","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,18177,24588
"National Institute of
Technology, Andhra
Pradesh","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",21132,23576
"National Institute of
Technology, Andhra
Pradesh","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,19421,25707
"National Institute of
Technology, Andhra
Pradesh","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",25501,31426
"National Institute of
Technology, Andhra
Pradesh","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,31092,42921
"National Institute of
Technology, Andhra
Pradesh","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",45416,50311
"National Institute of
Technology, Andhra
Pradesh","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,34097,41191
"National Institute of
Technology, Andhra
Pradesh","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",38752,50950
"National Institute of
Technology, Andhra
Pradesh","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,51861,57008
"National Institute of
Technology, Andhra
Pradesh","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",59744,59744
"National Institute of
Technology, Andhra
Pradesh","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,49440,51428
"National Institute of
Technology, Andhra
Pradesh","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",59618,59618
"Indian Institute of
Engineering Science
and Technology,
Shibpur","Aerospace Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,20875,32833
"Indian Institute of
Engineering Science
and Technology,
Shibpur","Aerospace Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",38974,44531
"Indian Institute of
Engineering Science
and Technology,
Shibpur","Aerospace Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,10762,21831
"Indian Institute of
Engineering Science
and Technology,
Shibpur","Aerospace Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",35307,36197
"Indian Institute of
Information
Technology(IIIT)
Kilohrad, Sonepat,
Haryana","CSE ( Data Science &
Analytics) (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,25414,31601
"Indian Institute of
Information
Technology(IIIT)
Kilohrad, Sonepat,
Haryana","Information Technology
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,26120,32173
"Indian Institute of
Information
Technology(IIIT) Una,
Himachal Pradesh","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,17649,28335
"Indian Institute of
Information
Technology(IIIT) Una,
Himachal Pradesh","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",28756,28910
"Indian Institute of
Information
Technology(IIIT) Una,
Himachal Pradesh","Computer Science and
Engineering (Cyber
Security) (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,24797,31872
"Indian Institute of
Information
Technology(IIIT) Una,
Himachal Pradesh","Computer Science and
Engineering (Data
Science) (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,27980,30485
"Indian Institute of
Information
Technology(IIIT) Una,
Himachal Pradesh","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,28230,37935
"Indian Institute of
Information
Technology(IIIT) Una,
Himachal Pradesh","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",37389,37389
"Indian Institute of
Information
Technology(IIIT) Una,
Himachal Pradesh","Information Technology
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,29569,33023
"Pt. Dwarka Prasad
Mishra Indian
Institute of
Information
Technology, Design &
Manufacture
Jabalpur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",16151,23022
"Pt. Dwarka Prasad
Mishra Indian
Institute of
Information
Technology, Design &
Manufacture
Jabalpur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,12242,19106
"Pt. Dwarka Prasad
Mishra Indian
Institute of
Information
Technology, Design &
Manufacture
Jabalpur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",18506,27458
"Pt. Dwarka Prasad
Mishra Indian
Institute of
Information
Technology, Design &
Manufacture
Jabalpur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,28690,41353
"Pt. Dwarka Prasad
Mishra Indian
Institute of
Information
Technology, Design &
Manufacture
Jabalpur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",43819,50222
"Pt. Dwarka Prasad
Mishra Indian
Institute of
Information
Technology, Design &
Manufacture
Jabalpur","Smart Manufacturing (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,41026,49439
"Pt. Dwarka Prasad
Mishra Indian
Institute of
Information
Technology, Design &
Manufacture
Jabalpur","Smart Manufacturing (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",43821,55789
"INDIAN INSTITUTE OF
INFORMATION
TECHNOLOGY
SENAPATI MANIPUR","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,40493,50509
"INDIAN INSTITUTE OF
INFORMATION
TECHNOLOGY
SENAPATI MANIPUR","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",44722,52943
"INDIAN INSTITUTE OF
INFORMATION
TECHNOLOGY
SENAPATI MANIPUR","Computer Science and
Engineering with
specialization in
Artificial Intelligence and
Data Science (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,37547,47179
"INDIAN INSTITUTE OF
INFORMATION
TECHNOLOGY
SENAPATI MANIPUR","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,46236,55833
"INDIAN INSTITUTE OF
INFORMATION
TECHNOLOGY
SENAPATI MANIPUR","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",57045,67091
"INDIAN INSTITUTE OF
INFORMATION
TECHNOLOGY
SENAPATI MANIPUR","Electronics and
Communication
Engineering with
specialization in VLSI
and Embedded Systems
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,45745,56550
"Indian Institute of
Information
Technology (IIIT)
Nagpur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,27541,37530
"Indian Institute of
Information
Technology (IIIT)
Nagpur","Electronics and
Communication
Engineering (Internet of
Things) (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,22824,35608
"Indian Institute of
Information
Technology (IIIT)
Pune","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,9557,18252
"Indian Institute of
Information
Technology (IIIT)
Pune","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",18487,26196
"Indian Institute of
Information
Technology (IIIT)
Pune","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,17293,23592
"Indian Institute of
Information
Technology (IIIT)
Pune","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",26570,30741
"Indian Institute of
Information
Technology
Bhagalpur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,24375,39481
"Indian Institute of
Information
Technology
Bhagalpur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",32777,41440
"Indian Institute of
Information
Technology
Bhagalpur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,37978,42488
"Indian Institute of
Information
Technology Surat","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,12117,25108
"Indian Institute of
Information
Technology Surat","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",31653,33933
"Indian Institute of
Information
Technology Surat","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,22702,34263
"Indian Institute of
Information
Technology Surat","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",32016,35609
"Indian Institute of
Information
Technology, Agartala","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,23898,39356
"Indian Institute of
Information
Technology, Agartala","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",30606,44100
"Indian institute of
information
technology, Raichur,
Karnataka","Artificial Intelligence and
Data Science (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,15185,37788
"Indian institute of
information
technology, Raichur,
Karnataka","Artificial Intelligence and
Data Science (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",40191,42319
"Indian institute of
information
technology, Raichur,
Karnataka","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,21174,34282
"Indian institute of
information
technology, Raichur,
Karnataka","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",31894,38721
"Indian institute of
information
technology, Raichur,
Karnataka","Mathematics and
Computing (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,25874,39100
"Indian institute of
information
technology, Raichur,
Karnataka","Mathematics and
Computing (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",34619,41131
"Indian Institute of
Information
Technology,
Vadodara
International Campus
Diu (IIITVICD)","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,17310,32396
"Indian Institute of
Information
Technology,
Vadodara
International Campus
Diu (IIITVICD)","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",34583,38839
"Assam University,
Silchar","Agricultural Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,67259,73418
"Assam University,
Silchar","Agricultural Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",73632,73632
"Assam University,
Silchar","Agricultural Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,129172,251170
"Assam University,
Silchar","Agricultural Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",134705,134705
"Assam University,
Silchar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,43020,50836
"Assam University,
Silchar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",45992,45992
"Assam University,
Silchar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,71669,97431
"Assam University,
Silchar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",89527,89527
"Assam University,
Silchar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,51079,58657
"Assam University,
Silchar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",56760,56760
"Assam University,
Silchar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,95469,134701
"Assam University,
Silchar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",114979,114979
"Birla Institute of
Technology, Mesra,
Ranchi","Architecture (5 Years,
Bachelor of
Architecture)",AI,OPEN,Gender-Neutral,944,1667
"Birla Institute of
Technology, Mesra,
Ranchi","Architecture (5 Years,
Bachelor of
Architecture)",HS,OPEN,Gender-Neutral,1948,9499
"Birla Institute of
Technology, Mesra,
Ranchi","Artificial Intelligence and
Machine Learning (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,15530,19251
"Birla Institute of
Technology, Mesra,
Ranchi","Artificial Intelligence and
Machine Learning (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",24376,26589
"Birla Institute of
Technology, Mesra,
Ranchi","Artificial Intelligence and
Machine Learning (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,30408,35711
"Birla Institute of
Technology, Mesra,
Ranchi","Artificial Intelligence and
Machine Learning (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",42917,50188
"Birla Institute of
Technology, Mesra,
Ranchi","Bio Technology (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,55039,57068
"Birla Institute of
Technology, Mesra,
Ranchi","Bio Technology (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",58078,58078
"Birla Institute of
Technology, Mesra,
Ranchi","Bio Technology (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,82385,91376
"Birla Institute of
Technology, Mesra,
Ranchi","Bio Technology (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",75883,103780
"Birla Institute of
Technology, Mesra,
Ranchi","Chemical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,39389,49909
"Birla Institute of
Technology, Mesra,
Ranchi","Chemical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",44873,55026
"Birla Institute of
Technology, Mesra,
Ranchi","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,55520,82308
"Birla Institute of
Technology, Mesra,
Ranchi","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",74966,88813
"Birla Institute of
Technology, Mesra,
Ranchi","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,24167,53237
"Birla Institute of
Technology, Mesra,
Ranchi","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",57562,58887
"Birla Institute of
Technology, Mesra,
Ranchi","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,66886,75669
"Birla Institute of
Technology, Mesra,
Ranchi","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",87312,103051
"Birla Institute of
Technology, Mesra,
Ranchi","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,10209,18030
"Birla Institute of
Technology, Mesra,
Ranchi","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",16893,23503
"Birla Institute of
Technology, Mesra,
Ranchi","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,18357,30267
"Birla Institute of
Technology, Mesra,
Ranchi","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",27403,41767
"Birla Institute of
Technology, Mesra,
Ranchi","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,24787,31361
"Birla Institute of
Technology, Mesra,
Ranchi","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",38006,38276
"Birla Institute of
Technology, Mesra,
Ranchi","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,49318,53882
"Birla Institute of
Technology, Mesra,
Ranchi","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",43789,65415
"Birla Institute of
Technology, Mesra,
Ranchi","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,19878,27924
"Birla Institute of
Technology, Mesra,
Ranchi","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",25185,34915
"Birla Institute of
Technology, Mesra,
Ranchi","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,31805,50935
"Birla Institute of
Technology, Mesra,
Ranchi","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",47572,59919
"Birla Institute of
Technology, Mesra,
Ranchi","Food Engineering and
Technology (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,52599,59904
"Birla Institute of
Technology, Mesra,
Ranchi","Food Engineering and
Technology (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",62176,62176
"Birla Institute of
Technology, Mesra,
Ranchi","Food Engineering and
Technology (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,96783,106423
"Birla Institute of
Technology, Mesra,
Ranchi","Food Engineering and
Technology (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",122392,122465
"Birla Institute of
Technology, Mesra,
Ranchi","Mathematics and
Computing (5 Years,
Integrated Master of
Science)",AI,OPEN,Gender-Neutral,22223,31152
"Birla Institute of
Technology, Mesra,
Ranchi","Mathematics and
Computing (5 Years,
Integrated Master of
Science)",AI,OPEN,"Female-only
(including
Supernumerary)",34930,38704
"Birla Institute of
Technology, Mesra,
Ranchi","Mathematics and
Computing (5 Years,
Integrated Master of
Science)",HS,OPEN,Gender-Neutral,49445,65629
"Birla Institute of
Technology, Mesra,
Ranchi","Mathematics and
Computing (5 Years,
Integrated Master of
Science)",HS,OPEN,"Female-only
(including
Supernumerary)",51690,65932
"Birla Institute of
Technology, Mesra,
Ranchi","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,31389,43489
"Birla Institute of
Technology, Mesra,
Ranchi","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",43915,53467
"Birla Institute of
Technology, Mesra,
Ranchi","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,54254,66709
"Birla Institute of
Technology, Mesra,
Ranchi","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",78404,87225
"Birla Institute of
Technology, Mesra,
Ranchi","Physics (5 Years,
Integrated Master of
Science)",AI,OPEN,Gender-Neutral,47152,55470
"Birla Institute of
Technology, Mesra,
Ranchi","Physics (5 Years,
Integrated Master of
Science)",AI,OPEN,"Female-only
(including
Supernumerary)",59109,59109
"Birla Institute of
Technology, Mesra,
Ranchi","Physics (5 Years,
Integrated Master of
Science)",HS,OPEN,Gender-Neutral,70351,102547
"Birla Institute of
Technology, Mesra,
Ranchi","Physics (5 Years,
Integrated Master of
Science)",HS,OPEN,"Female-only
(including
Supernumerary)",99214,110795
"Birla Institute of
Technology, Mesra,
Ranchi","Production and
Industrial Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,46644,55546
"Birla Institute of
Technology, Mesra,
Ranchi","Production and
Industrial Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",56611,64083
"Birla Institute of
Technology, Mesra,
Ranchi","Production and
Industrial Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,67695,94141
"Birla Institute of
Technology, Mesra,
Ranchi","Production and
Industrial Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",89481,104699
"Birla Institute of
Technology, Mesra,
Ranchi","Quantitative Economics
& Data Science (5 Years,
Integrated Master of
Science)",AI,OPEN,Gender-Neutral,36220,41337
"Birla Institute of
Technology, Mesra,
Ranchi","Quantitative Economics
& Data Science (5 Years,
Integrated Master of
Science)",AI,OPEN,"Female-only
(including
Supernumerary)",45399,45399
"Birla Institute of
Technology, Mesra,
Ranchi","Quantitative Economics
& Data Science (5 Years,
Integrated Master of
Science)",HS,OPEN,Gender-Neutral,65278,70085
"Birla Institute of
Technology, Mesra,
Ranchi","Quantitative Economics
& Data Science (5 Years,
Integrated Master of
Science)",HS,OPEN,"Female-only
(including
Supernumerary)",80691,90331
"Gurukula Kangri
Vishwavidyalaya,
Haridwar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,40539,72273
"Gurukula Kangri
Vishwavidyalaya,
Haridwar","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,56727,78861
"Gurukula Kangri
Vishwavidyalaya,
Haridwar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,56633,82972
"Gurukula Kangri
Vishwavidyalaya,
Haridwar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,66298,97236
"Indian Institute of
Carpet Technology,
Bhadohi","Carpet and Textile
Technology (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,72683,108746
"Institute of
Infrastructure,
Technology, Research
and Management-
Ahmedabad","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,54783,71301
"Institute of
Infrastructure,
Technology, Research
and Management-
Ahmedabad","Computer Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,27039,40078
"Institute of
Infrastructure,
Technology, Research
and Management-
Ahmedabad","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,41366,52503
"Institute of
Infrastructure,
Technology, Research
and Management-
Ahmedabad","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,47266,60156
"School of Studies of
Engineering and
Technology, Guru
Ghasidas
Vishwavidyalaya,
Bilaspur","Chemical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,59865,98991
"School of Studies of
Engineering and
Technology, Guru
Ghasidas
Vishwavidyalaya,
Bilaspur","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,64699,100745
"School of Studies of
Engineering and
Technology, Guru
Ghasidas
Vishwavidyalaya,
Bilaspur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,47648,65174
"School of Studies of
Engineering and
Technology, Guru
Ghasidas
Vishwavidyalaya,
Bilaspur","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,56318,90411
"School of Studies of
Engineering and
Technology, Guru
Ghasidas
Vishwavidyalaya,
Bilaspur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,58573,79290
"School of Studies of
Engineering and
Technology, Guru
Ghasidas
Vishwavidyalaya,
Bilaspur","Industrial and
Production Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,63551,110158
"School of Studies of
Engineering and
Technology, Guru
Ghasidas
Vishwavidyalaya,
Bilaspur","Information Technology
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,54203,77321
